id,timetaken,batch,debriefinginsertifany,time_c_wide,track_c_wide,time_c_narrow1,track_c_narrow1,time_c_narrow2,track_c_narrow2,time_a_wide,track_a_wide,time_a_narrow,track_a_narrow,time_f_wide,track_f_wide,time_f_narrow,track_f_narrow,desert_grade,desert_grade_str,just_grade,just_grade_str,good_student,goodlife,econ_nation,econ_local,econ_self,goodlife_future,econ_nation_future,econ_local_future,econ_self_future,betteroff,children_sol,agency_slider,agency,agency_str,agency_self,agency_self_str,attitude_real,wealth_real,ambition_real,parenteduc_real,race_real,stablefam_real,gender_real,health_real,hardwork_real,econstate_real,education_real,school_real,connections_real,iq_real,creativity_real,attitude_ideal,wealth_ideal,ambition_ideal,parenteduc_ideal,race_ideal,stablefam_ideal,gender_ideal,health_ideal,hardwork_ideal,econstate_ideal,education_ideal,school_ideal,connections_ideal,iq_ideal,creativity_ideal,attitude_agency,wealth_agency,ambition_agency,parenteduc_agency,race_agency,stablefam_agency,gender_agency,health_agency,hardwork_agency,econstate_agency,education_agency,school_agency,connections_agency,iq_agency,creativity_agency,stability,stability_str,rich_income,rich_savings,poor_income,diff_incentives,gov_stayout,help_self,profits_benefit,society_real,society_ideal,society_achieve_10,society_achieve_50,society_achieve_ever,diff_large,gap_fix,diff_acceptable,accumulate_wealth,profits_fair,justice,justice_str,desert_salary,desert_rich,desert_rich_con,desert_rich_howmuch,desert_rich_howlittle,desert_poor,desert_poor_con,desert_poor_howmuch,desert_poor_howlittle,desert_americans,desert_americans_con,desert_americans_howmuch,desert_americans_howlittle,desert_realistic,progtaxes,gov_reducegap,gov_reducegap_str,gov_help,gov_help_str,gov_efficient,charity,time_1_0,track_1_0,time_1_1,track_1_1,time_1_2,track_1_2,time_2_0,track_2_0,time_2_1,track_2_1,time_2_2,track_2_2,exp_success,exp_desert,exp_desert_con,exp_desert_howmuch,exp_desert_howlittle,exp_progtaxes,exp_agency,exp_agency_str,exp_race,age,birth,urban,state,employment,unemployed,education,education_parents,school_hs,school_undergrad,school_grad,income,income_parents,class_now,class_childhood,race,gender,orientation,married,divorce,children,single_parent,religion,religiosity,theology,party,ideo,ideo_soc,ideo_econ,corr_ideal_real,corr_ideal_agency,time_check,race_other,religion_other,orientation_other,grade_exp_time,grade_exp_treat,exp_time,exp_treat,econ_current,econ_future,agency_within,agency_beyond,neoliberal,society_gap,egalitarian,society_achieve_10_str,society_achieve_50_str,society_achieve_ever_str,desert_salary_str,desert_rich_tot,desert_rich_mag,desert_poor_tot,desert_poor_mag,desert_americans_tot,desert_americans_mag,desert_realistic_str,progtaxes_str,gov_efficient_str,charity_str,exp_success_str,exp_desert_tot,exp_desert_mag,exp_progtaxes_str,exp_race_correct,exp_race_nonwhite,fulltime,school_private,school_ivy,income_household,class_change,nonwhite,female,gay,gay_strict,dem,party_str,liberal,ideo_str,liberal_soc,ideo_soc_str,liberal_econ,ideo_econ_str
1226,27 minutes,13th batch,,,.,,.,,.,,.,,.,,.,53.0,F_narrow,1,2,1,2,1,0,-2,-1,0,1,0,0,1,1,-1,"50, 50",1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,-1,2,0,-2,0,-2,1,2,1,1,-2,0,1,2,4,0,3,0,0,1,2,3,3,0,2,2,1,2,2,1,3,200000,100000,25000,2,-2,-1,0,2,3,-1,-1,1,-1,0,-2,-2,2,-1,-1,0,1,1,1.0,,-1,-1,,1.0,-1,-1,,1.0,-1,0,-1,-2,-1,-2,-1,-1,,.,,.,,.,,.,34.0,2_1,,.,-1.0,-1,-1,,1.0,0,-1,-1,0,39,1974,3,6,3,0,5,6,1.0,3.0,,12,,1,1,0,0,1.0,4,1,0,0,0,1,1.0,0,0,2,-2,0.18831089,0.54242504,27,.,.,.,53.0,F_narrow,34.0,2_1,0.33333334,,50,50,-0.25,1.0,-2.0,-2.0,-2.0,1.0,0.0,2.0,1.0,-2.0,-1.0,-2.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0,,2.0,0.0,0.0,12.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,-2.0
1229,46 minutes,13th batch,,,.,483.0,C_narrow1,,.,,.,,.,,.,,.,1,2,1,2,0,1,-2,0,-1,0,1,2,3,3,3,"60, 40",1,3,1,2,3,2,3,-2,-2,2,-1,1,1,1,1,1,2,1,2,3,-3,3,-2,-3,0,-3,2,2,0,1,-2,-2,2,2,3,0,3,0,0,1,0,3,3,0,3,2,0,3,2,1,3,"$40,000 ",20000,18000,-1,0,-2,-2,0,3,-1,-1,-1,3,3,-2,-2,2,-1,-2,-1,1,1,0.0,,1,2,1.0,,1,2,2.0,,1,1,1,3,-1,-3,1,1,,.,,.,,.,,.,49.0,2_1,,.,-1.0,-1,-3,,0.0,-1,-1,-3,0,24,1989,3,5,3,1,5,5,4.0,3.0,,15,,2,0,4,1,1.0,0,0,0,0,7,2,,0,2,0,-2,0.59808916,0.8608901,46,., Seventh-Day Adventist,.,483.0,C_narrow1,49.0,2_1,2.0,,60,40,-1.25,3.0,-2.0,-2.0,-1.0,-2.0,-1.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,-3.0,-3.0,0.0,-3.0,1.0,,2.0,1.0,0.0,15.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,-2.0
1230,25 minutes,13th batch,,52.0,C_wide,,.,,.,,.,,.,,.,,.,1,1,1,1,1,0,0,1,2,0,0,0,0,1,-1,"70, 30",1,2,1,2,3,1,3,0,0,1,1,1,3,1,2,0,1,1,1,3,0,3,0,-1,1,-1,1,3,0,2,0,0,2,2,4,0,4,0,0,0,0,2,4,0,3,3,1,1,3,1,1,1000000,2000000,35000,1,0,0,-2,2,3,0,0,0,0,0,0,-2,-1,1,2,0,1,2,1.0,,1,1,1.0,,1,1,1.0,,1,0,-1,-2,-1,-1,-1,0,28.0,1_0,,.,,.,,.,,.,,.,1.0,1,1,1.0,,0,1,1,0,53,1960,2,44,3,0,6,2,1.0,3.0,1.0,17,,2,1,0,0,1.0,0,0,0,0,2,3,0.0,-1,0,0,-1,0.8313646,0.8135877,25,.,.,.,52.0,C_wide,28.0,1_0,0.0,,70,30,-0.25,1.0,-1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,-2.0,0.0,1.0,2.0,1.0,0.0,1.0,,2.0,0.0,0.0,17.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1231,20 minutes,13th batch,,,.,,.,,.,,.,32.0,A_narrow,,.,,.,1,1,1,0,1,0,0,1,-1,0,1,1,1,-2,1,"30, 70",-1,-2,-1,-1,-2,3,-1,1,1,-1,0,2,-1,2,2,1,2,0,-2,-1,0,-1,-2,-3,-3,-3,-2,0,0,1,1,-3,2,2,1,0,0,0,0,0,1,1,2,0,2,2,0,2,2,1,1,"150,000","200,000","30,000",1,3,-3,0,1,4,-1,-1,-1,3,3,-1,1,2,-1,-1,-1,-1,-2,,2.0,-1,-3,,2.0,-1,-1,,1.0,-1,1,1,2,1,0,-1,1,,.,,.,,.,,.,37.0,2_1,,.,-1.0,-1,-3,,2.0,-1,-1,0,0,20,1993,4,18,-2,0,3,6,0.0,3.0,,10,,2,2,0,1,,0,0,0,0,0,0,,2,3,3,1,-0.108058,0.70286864,20,.,., asexual,32.0,A_narrow,37.0,2_1,1.0,,30,70,0.25,3.0,0.0,-3.0,-3.0,-3.0,-1.0,-4.0,-2.0,-5.0,-2.0,-2.0,-1.0,-2.0,2.0,-1.0,1.0,-3.0,-5.0,-2.0,-3.0,1.0,,,0.0,0.0,10.0,0.0,0.0,0.0,,,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0
1232,11 minutes,13th batch,,12.0,C_wide,,.,,.,,.,,.,,.,,.,1,2,1,2,1,0,0,2,1,1,0,0,2,-1,2,"65, 35",1,2,1,3,3,0,3,2,-3,0,-3,2,3,2,2,0,2,1,3,2,-3,3,0,-3,0,-3,1,3,1,2,0,-3,2,2,4,0,4,0,0,1,0,2,4,1,4,3,0,3,4,1,1,"600,000","4,000,000","60,000",3,0,1,0,0,1,-1,0,0,1,1,-2,-3,0,-1,-2,-1,1,2,2.0,,1,1,1.0,,1,2,2.0,,1,-1,-1,-3,-1,-3,-1,0,,.,,.,,.,,.,,.,21.0,2_2,-1.0,1,1,2.0,,-1,1,2,0,22,1991,2,31,-2,0,3,6,1.0,3.0,,17,,2,2,0,1,1.0,0,0,0,0,0,0,,0,0,2,-2,0.7549289,0.8770908,11,.,.,.,12.0,C_wide,21.0,2_2,0.6666667,,65,35,1.0,1.0,-2.5,-3.0,0.0,0.0,-1.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,-2.0,-2.0,0.0,-3.0,3.0,2.0,-2.0,1.0,,,0.0,0.0,17.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,-2.0
1233,17 minutes,13th batch,,,.,34.0,C_narrow1,,.,,.,,.,,.,,.,1,3,1,3,0,0,0,0,-1,1,0,0,1,-1,0,"70, 30",1,1,-1,0,3,1,2,1,0,2,1,2,2,3,1,1,2,2,1,2,-2,1,0,-2,0,-2,0,2,0,1,0,-2,0,2,3,0,3,1,0,2,0,1,3,0,2,1,1,3,2,1,2,80000,1000000,25000,2,2,1,2,0,3,-1,-1,-1,1,1,0,1,2,1,0,-1,-1,-1,,2.0,-1,0,,1.0,1,0,2.0,,0,1,1,1,-1,-1,0,-1,,.,,.,,.,,.,,.,35.0,2_2,-1.0,1,2,2.0,,-1,1,2,0,31,1983,2,48,3,1,5,2,1.0,3.0,,7,,1,1,4,1,1.0,0,0,0,0,0,1,,2,2,2,1,0.41247895,0.7808952,17,.,.,.,34.0,C_narrow1,35.0,2_2,0.33333334,,70,30,1.75,3.0,0.5,-2.0,-1.0,-1.0,-2.0,-3.0,-2.0,-1.0,-1.0,2.0,2.0,0.0,2.0,0.0,-1.0,-2.0,4.0,2.0,-2.0,1.0,,2.0,0.0,0.0,7.0,0.0,1.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
1234,21 minutes,13th batch,,,.,,.,,.,,.,,.,,.,42.0,F_narrow,1,3,1,3,2,0,-1,0,-1,0,1,1,1,2,-1,"55, 45",1,2,1,1,3,2,3,1,2,1,0,2,3,2,2,1,2,3,3,3,-3,3,-3,-3,-3,-3,2,3,-3,1,-3,-3,3,3,4,0,4,0,0,1,0,2,4,0,2,2,1,2,1,1,2,100000,1000000,15000,-3,-1,-3,-3,0,2,0,1,1,2,0,-3,-3,-1,-1,-1,-1,1,1,2.0,,1,2,2.0,,1,1,2.0,,-1,0,-1,-3,-1,-3,-1,-1,,.,32.0,1_1,,.,,.,,.,,.,1.0,1,3,3.0,,0,1,2,0,49,1964,2,5,2,1,3,6,1.0,3.0,,5,,1,2,4,1,1.0,0,0,0,0,0,0,,-3,-3,-2,-2,0.7918903,0.78239053,21,.,.,.,42.0,F_narrow,32.0,1_1,1.0,,55,45,-2.5,2.0,-3.0,0.0,1.0,1.0,-1.0,3.0,2.0,4.0,2.0,3.0,2.0,-2.0,0.0,-2.0,-1.0,3.0,6.0,3.0,0.0,1.0,,2.0,0.0,0.0,5.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-3.0,-1.0,-3.0,-1.0,-2.0,-1.0,-2.0
1235,19 minutes,13th batch,,,.,,.,73.0,C_narrow2,,.,,.,,.,,.,1,1,1,1,0,0,0,1,0,0,-1,0,0,1,-1,"60, 40",1,2,1,1,3,1,3,2,-2,1,-2,2,3,1,3,1,1,3,1,3,1,3,1,-2,1,-2,2,3,1,3,1,1,3,1,4,0,4,0,0,0,0,3,4,2,4,2,0,0,2,1,2,"200,000","200,000","40,000",2,-3,-1,-3,1,2,-1,-1,-1,-1,-1,-3,-2,-2,1,1,-1,1,3,3.0,,1,2,2.0,,1,2,3.0,,-1,0,-1,-3,-1,-2,-1,0,,.,22.0,1_1,,.,,.,,.,,.,1.0,1,3,3.0,,0,1,3,0,43,1970,2,44,3,0,5,0,1.0,3.0,,14,,2,2,0,0,1.0,5,0,1,1,0,0,1.0,-2,-2,-1,-3,0.98755074,0.66299355,19,.,.,.,73.0,C_narrow2,22.0,1_1,-0.33333334,,60,40,-1.25,1.0,-2.5,-2.0,-2.0,-2.0,-1.0,6.0,3.0,4.0,2.0,5.0,3.0,-1.0,0.0,-2.0,0.0,2.0,6.0,3.0,0.0,1.0,,2.0,0.0,0.0,14.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,-1.0,-1.0,-3.0
1236,12 minutes,13th batch,,,.,,.,,.,,.,,.,23.0,F_wide,,.,1,3,1,3,2,0,-1,1,0,0,0,2,0,3,3,"60, 40",1,2,1,3,3,3,2,-1,-2,1,1,2,3,3,1,1,3,2,1,3,-3,3,-2,-3,-2,-3,1,3,0,2,1,1,3,2,4,0,4,0,0,0,0,3,4,1,4,4,1,3,3,1,3,200000,1500000,49500,2,-3,-2,-3,2,3,-1,-1,-1,-3,-3,-3,-3,-2,1,2,0,1,3,2.0,,-1,-2,,1.0,1,3,2.0,,1,0,-1,-3,-1,-2,-1,0,,.,,.,,.,22.0,2_0,,.,,.,-1.0,1,2,2.0,,0,1,2,0,22,1991,4,44,3,1,6,5,1.0,3.0,1.0,13,,1,1,0,0,1.0,4,0,0,0,0,0,1.0,0,0,3,-3,0.49344334,0.9129601,12,.,.,.,23.0,F_wide,22.0,2_0,0.6666667,,60,40,-1.5,1.0,-3.0,-2.0,-1.0,-1.0,0.0,5.0,2.0,-3.0,-1.0,5.0,2.0,1.0,0.0,-3.0,0.0,-3.0,4.0,2.0,0.0,1.0,,2.0,0.0,0.0,13.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-1.0,-3.0
1237,35 minutes,13th batch,,,.,,.,,.,56.0,A_wide,,.,,.,,.,1,0,1,1,-1,0,0,1,0,0,-2,0,0,2,0,"60, 40",1,2,1,3,2,2,3,1,-3,1,-3,1,3,1,2,1,1,2,2,1,2,3,1,-3,0,-3,0,3,0,1,1,1,2,2,4,0,3,0,0,1,0,3,4,0,2,2,0,0,2,1,2,"100,000","100,000","25,000",2,-3,-1,-3,2,3,-1,0,1,1,0,-2,-3,1,1,1,-1,1,2,2.0,,1,2,2.0,,1,1,2.0,,1,0,-1,-3,-1,-3,-1,-1,,.,,.,28.0,1_2,,.,,.,,.,1.0,-1,-1,,0.0,0,-1,-1,0,30,1983,2,44,3,1,5,6,1.0,3.0,,12,,1,2,0,1,1.0,4,1,0,0,0,0,0.0,0,0,2,-2,0.962908,0.45295882,35,.,.,.,56.0,A_wide,28.0,1_2,-0.6666667,,60,40,-1.25,1.0,-2.5,-2.0,0.0,1.0,-1.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,-2.0,-1.0,2.0,-1.0,0.0,0.0,1.0,,2.0,0.0,0.0,12.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,-2.0
1238,16 minutes,13th batch,,,.,,.,,.,40.0,A_wide,,.,,.,,.,1,3,1,3,-1,0,0,0,-1,1,1,1,2,3,2,"40, 60",1,2,1,2,3,3,3,3,0,3,0,3,3,3,3,3,3,3,2,3,0,3,0,0,0,0,0,3,0,3,0,0,3,1,4,0,4,0,0,0,0,3,4,2,3,2,0,2,0,1,2,90000,5000,10000,0,0,-2,1,2,3,0,0,0,2,2,-2,1,1,1,1,1,-1,-3,,2.0,1,3,2.0,,-1,-3,,2.0,1,1,1,2,1,2,1,-1,,.,,.,,.,,.,116.0,2_1,,.,-1.0,-1,-2,,2.0,-1,-1,-3,0,22,1991,3,16,2,1,3,2,1.0,3.0,,6,,1,0,4,1,1.0,4,0,0,0,0,0,0.0,0,1,2,0,0.30308947,0.75038975,16,.,.,.,40.0,A_wide,116.0,2_1,1.3333334,,40,60,-0.25,1.0,-0.5,0.0,0.0,0.0,2.0,-5.0,-2.0,5.0,2.0,-5.0,-2.0,1.0,2.0,1.0,-1.0,-1.0,-4.0,-2.0,-1.0,1.0,,2.0,0.0,0.0,6.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
1240,14 minutes,13th batch,,,.,31.0,C_narrow1,,.,,.,,.,,.,,.,1,1,1,3,1,0,-1,-2,0,1,-1,-2,2,2,0,"60, 40",1,2,1,3,2,2,3,3,-3,1,-3,3,0,3,3,0,2,2,-2,3,-3,3,1,-3,0,-3,3,3,2,2,-3,0,3,2,4,0,4,0,0,0,0,3,4,0,2,1,1,1,2,1,2,200000,350000,32000,1,-2,1,2,2,3,-1,1,1,2,2,-2,-2,3,-1,-1,-1,1,1,1.0,,-1,0,,1.0,1,1,1.0,,0,1,-1,-2,1,2,-1,-1,,.,,.,37.0,1_2,,.,,.,,.,1.0,-1,-3,,3.0,1,-1,0,0,22,1992,3,50,-2,1,5,5,1.0,1.0,,15,,1,2,0,1,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0.5536958,0.68619853,14,.,.,.,31.0,C_narrow1,37.0,1_2,-0.33333334,,60,40,0.5,1.0,-2.0,-3.0,1.0,3.0,-1.0,2.0,1.0,-1.0,-1.0,2.0,1.0,0.0,2.0,-1.0,-1.0,2.0,-6.0,-3.0,3.0,1.0,,,1.0,0.0,15.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,12 minutes,13th batch,,,.,,.,20.0,C_narrow2,,.,,.,,.,,.,1,2,1,1,-1,0,0,0,0,1,0,0,1,0,0,"60, 40",1,0,1,2,1,0,1,-1,1,1,1,1,1,0,1,1,1,1,1,2,-3,2,-3,-3,-3,-3,-2,3,1,2,1,-2,2,1,1,0,1,0,0,0,0,1,3,0,3,2,1,1,1,1,2,250000,3000000,20000,1,1,0,2,1,3,-1,-1,-1,2,1,0,-2,2,-1,0,0,-1,0,,0.0,-1,-1,,1.0,1,0,1.0,,-1,1,1,1,1,0,-1,-1,,.,18.0,1_1,,.,,.,,.,,.,1.0,1,1,1.0,,1,1,1,0,23,1991,2,48,-2,1,5,4,1.0,0.0,,9,,2,2,0,0,1.0,4,0,0,0,0,0,,0,0,0,0,0.33698508,0.71664524,12,.,.,.,20.0,C_narrow2,18.0,1_1,0.33333334,,60,40,1.0,2.0,-1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,-2.0,-1.0,1.0,1.0,-1.0,3.0,-1.0,-2.0,2.0,2.0,1.0,2.0,1.0,,,0.0,0.0,9.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,19 minutes,13th batch,,,.,,.,,.,,.,,.,217.0,F_wide,,.,1,2,1,2,0,0,-1,1,1,1,-2,0,1,-2,-2,"40, 60",-1,-2,-1,-1,1,3,1,2,2,2,2,2,1,2,2,2,2,0,-1,2,-3,2,0,-3,-3,-3,-3,3,0,1,-2,-2,2,3,3,0,2,0,0,0,0,2,2,0,2,0,0,2,2,1,3,100000,100000,45000,0,1,-1,3,0,4,-1,-1,-1,3,3,-1,1,3,-1,-2,-1,-1,-2,,2.0,-1,-3,,2.0,-1,-1,,1.0,0,1,1,2,-1,-2,0,-1,,.,,.,,.,,.,31.0,2_1,,.,-1.0,-1,-3,,3.0,-1,-1,-3,0,30,1983,4,48,3,1,5,3,1.0,1.0,,8,,0,1,0,1,1.0,5,0,0,0,0,1,1.0,1,2,3,2,-0.7707023,0.730595,19,.,.,.,217.0,F_wide,31.0,2_1,-0.33333334,,40,60,0.75,4.0,0.0,-3.0,-3.0,-3.0,-2.0,-4.0,-2.0,-5.0,-2.0,-2.0,-1.0,0.0,3.0,0.0,-1.0,-3.0,-6.0,-3.0,-3.0,1.0,,2.0,1.0,0.0,8.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0
1245,30 minutes,13th batch,,,.,,.,,.,,.,77.0,A_narrow,,.,,.,1,3,1,3,0,1,0,0,-1,1,1,2,1,1,2,"60, 40",-1,-2,1,2,3,-1,2,2,0,1,-1,1,3,2,3,0,0,3,0,2,0,3,1,0,-1,-1,-1,3,1,3,0,0,1,1,2,0,2,0,0,1,1,1,4,1,1,2,0,2,2,1,2,130000,600000,40000,-1,1,-2,1,1,4,-1,1,-1,0,1,-1,-2,0,1,2,-1,-1,-2,,1.0,-1,-2,,1.0,-1,-3,,2.0,1,1,1,3,1,1,-1,0,,.,,.,,.,31.0,2_0,,.,,.,-1.0,-1,-2,,2.0,-1,-1,-1,0,32,1981,4,5,3,0,6,5,1.0,3.0,1.0,12,,1,1,4,1,1.0,5,0,1,0,6,3,1.0,0,2,-2,2,0.7351192,0.5380859,30,.,.,.,77.0,A_narrow,31.0,2_0,1.3333334,,60,40,-0.25,3.0,-1.5,-1.0,1.0,-2.0,-2.0,-3.0,-1.0,-3.0,-1.0,-5.0,-2.0,2.0,1.0,-2.0,0.0,-3.0,-4.0,-2.0,-3.0,1.0,,2.0,0.0,0.0,12.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,-1.0,-2.0,1.0,2.0
1246,17 minutes,13th batch,,,.,,.,108.0,C_narrow2,,.,,.,,.,,.,1,3,1,3,0,1,0,0,0,1,1,0,2,3,-1,"75, 25",1,3,1,3,3,-1,3,-1,-1,-1,-3,3,3,1,2,0,1,2,1,3,-1,2,-1,-3,0,-3,2,3,2,2,2,1,2,1,4,0,4,0,0,1,0,0,4,2,4,2,0,2,4,1,3,"100,000","100,000","10,000",0,-2,-2,-2,0,3,1,1,1,3,3,-3,-3,3,-1,-3,-1,1,3,3.0,,-1,-3,,2.0,-1,-3,,3.0,1,-1,1,3,-1,-3,-1,1,,.,24.0,1_1,,.,,.,,.,,.,1.0,1,3,3.0,,0,1,3,0,32,1981,1,5,3,1,2,0,1.0,,,6,,1,1,2,0,1.0,0,0,0,0,7,0,1.0,1,3,3,3,0.8861419,0.6999508,17,., Agnostic,.,108.0,C_narrow2,24.0,1_1,1.0,,75,25,-1.5,3.0,-3.0,1.0,2.0,2.0,-3.0,6.0,3.0,-5.0,-2.0,-6.0,-3.0,1.0,-1.0,-1.0,1.0,3.0,6.0,3.0,0.0,1.0,,2.0,0.0,0.0,6.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0
1248,24 minutes,13th batch,,,.,,.,,.,,.,37.0,A_narrow,,.,,.,1,2,1,2,2,0,-1,-1,0,1,0,1,2,3,3,"45, 55",1,1,1,1,3,0,3,-1,0,0,1,1,3,3,3,1,0,0,2,3,0,3,-1,0,0,0,1,3,3,3,1,0,2,2,4,0,4,0,0,1,0,3,4,1,3,3,0,3,1,1,1,100000,100000,40000,-1,2,0,1,1,3,-1,-1,-1,3,3,-1,0,1,-1,-1,-1,-1,-1,,1.0,-1,-3,,2.0,1,3,2.0,,0,1,-1,-1,-1,-1,0,-1,,.,,.,,.,38.0,2_0,,.,,.,-1.0,1,1,1.0,,-1,1,3,0,20,1993,2,31,-2,1,3,5,1.0,0.0,,7,,0,2,4,0,1.0,0,0,0,0,6,0,,0,3,0,0,0.91535336,0.77468836,24,.,.,.,37.0,A_narrow,38.0,2_0,1.0,,45,55,0.5,2.0,-0.5,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-5.0,-2.0,5.0,2.0,0.0,1.0,0.0,-1.0,-3.0,2.0,1.0,-1.0,1.0,,,0.0,0.0,7.0,-2.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1249,19 minutes,13th batch,,,.,,.,,.,,.,,.,,.,33.0,F_narrow,1,3,1,3,2,0,-2,-2,-1,1,-3,-3,2,-2,-2,"30, 70",-1,-3,-1,-3,2,3,2,1,-3,3,-3,2,2,3,2,0,3,3,2,3,-3,3,3,-3,3,-3,1,3,-3,3,-3,-3,3,3,4,0,4,0,0,0,0,2,4,0,4,0,0,3,3,1,3,100000,200000,15000,3,3,-1,-2,0,1,-1,-1,-1,3,3,-2,3,3,-1,-3,-1,-1,-3,,3.0,-1,-3,,3.0,-1,-3,,3.0,-1,1,1,3,-1,-3,-1,-1,17.0,1_0,,.,,.,,.,,.,,.,1.0,1,3,3.0,,1,1,3,1,24,1989,3,50,0,1,2,5,1.0,0.0,,4,,1,1,0,1,1.0,0,0,0,0,7,0,1.0,0,0,3,0,0.40621728,0.7401189,19,., Atheist Buddhist *Buddhism isn't so much a religion as it is a way of life*,.,33.0,F_narrow,17.0,1_0,-1.3333334,,30,70,0.75,1.0,0.5,-3.0,-3.0,-3.0,-3.0,-6.0,-3.0,-6.0,-3.0,-6.0,-3.0,-3.0,3.0,-2.0,-3.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
1250,17 minutes,13th batch,,,.,,.,,.,19.0,A_wide,,.,,.,,.,1,2,1,3,1,1,0,0,0,1,0,1,3,0,0,"65, 35",1,2,1,2,3,0,3,0,-3,3,-3,0,3,1,2,0,1,3,3,2,-3,3,0,-3,2,-3,0,3,1,1,1,1,2,3,3,0,4,0,0,0,0,0,4,0,3,2,0,3,2,-1,-2,"100,000","60,000","20,000",0,-1,0,0,0,3,-1,0,0,1,2,0,-2,1,1,0,-1,1,2,1.0,,1,0,0.0,,1,1,1.0,,0,1,1,1,1,0,1,0,,.,,.,,.,17.0,2_0,,.,,.,-1.0,1,0,1.0,,-1,1,2,0,20,1993,3,47,2,1,4,6,1.0,0.0,,10,,2,2,0,1,1.0,0,0,0,0,0,0,0.0,0,1,3,0,0.9068215,0.6762447,17,.,.,.,19.0,A_wide,17.0,2_0,1.3333334,,65,35,-0.25,3.0,-1.0,-3.0,0.0,0.0,-1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,-3.0,1.0,1.0,-3.0,1.0,,2.0,0.0,0.0,10.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0
1251,38 minutes,13th batch,,,.,,.,,.,22.0,A_wide,,.,,.,,.,-1,-1,-1,-1,0,0,0,0,-1,1,2,2,3,2,3,"70, 30",1,2,1,2,3,2,3,2,-2,2,-3,1,3,3,3,-3,0,3,1,3,-3,3,-3,-3,-3,-3,1,3,-3,3,-3,-3,3,0,4,0,4,0,0,1,0,4,4,0,2,1,0,3,3,-1,0,"200,000","200,000","5,000",0,2,-1,0,0,3,-1,-1,1,2,2,1,-3,0,-1,0,0,1,1,1.0,,1,0,1.0,,1,1,1.0,,0,1,-1,-1,1,0,1,-1,,.,36.0,1_1,,.,,.,,.,,.,1.0,1,3,3.0,,1,1,2,0,28,1985,3,31,3,1,3,2,1.0,0.0,,10,,1,2,0,0,1.0,0,0,1,1,2,1,,0,-1,-1,-1,0.5963673,0.8996617,38,.,.,.,22.0,A_wide,36.0,1_1,2.3333333,,70,30,0.25,3.0,-1.0,-2.0,-1.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-2.0,3.0,6.0,3.0,1.0,1.0,,2.0,0.0,0.0,10.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
